Table 1
Timestamp,First and Last Name,City,State,Submitted by:,Comments:,,Sheet,Hyperlink,Province,Country,Submitted By:,Submitted by,Comments
,Katrin Arnolds,Weston,Florida,Patient submitted,,,United States,https://my.clevelandclinic.org/staff/25775-katrin-arnolds,,,,,
,Mitra Mossaddad,Leesburg,Florida ,,,,United States,https://www.toplinemd.com/lake-obgyn-associates/mitra-mossaddad/,,,,,
,Victoria Guerrero Gorman ,Miami,Florida ,,Speaks Spanish ,,United States,https://doctors.umiamihealth.org/provider/victoria-guerrero-gorman/2297740,,,,,
,Arin J. Saldana,Miami,Florida ,,,,United States,https://www.toplinemd.com/myobgynspecialists/arin-saldana/,,,,,
,Ann Marie D'Heureux-Jones,Orlando,Florida ,Patient submitted,,,United States,https://www.womenscareobgyn.com/providers/ann-m-dheureux-jones-md-facog,,,,,
,Yasmine Kareem,Oviedo,Florida ,Patient submitted,,,United States,https://wcorlando.com/meet-our-providers/yasmine-kareem-m-d/,,,,,
,Tahnie Danastor ,Pembroke Pines & Weston,Florida ,Patient submitted,,,United States,https://www.toplinemd.com/advanced-obgyn-institute/tahnie-danastor/,,,,,
,Antoinina Watkins,Tampa,Florida ,Patient submitted,,,United States,https://southtampagynecology.com/our-providers/,,,,,
,Stacia Dzikunu,Albany,Georgia,,,,United States,https://aaphc.org/services/women-s-health/meet-our-providers/288-dzikunu-stacia-lynn-d-o,,,,,
,Lou Ellen Hutcheson,Alma,Georgia,Patient submitted,,,United States,https://www.baconcountyhospital.com/staff/bio.php?doc_id=13942,,,,,
,Janice Vivaldi,Alpharetta,Georgia,,,,United States,https://healthy.kaiserpermanente.org/georgia/clinicians/janice-vivaldilopez-8045790,,,,,
,Kalie Vinson,Alpharetta,Georgia,,,,United States,https://www.georgiaob.com/provider/kalie-vinson-md,,,,,
,Austin Evans,Athens,Georgia,Patient submitted ,,,United States,https://doctors.piedmont.org/provider/Austin+Joseph+Evans/1878638,,,,,
,Elizabeth Garcia,Athens,Georgia,Patient submitted,,,United States,https://www.care.piedmont.org/provider/Elizabeth+Garcia/1441880,,,,,
,Cate Li,Atlanta,Georgia,,,,United States,https://www.gacfw.com/provider/zan-cate-li-md,,,,,
,Colleen E. Cherry,Atlanta,Georgia,,,,United States,https://www.naobgyn.com/provider/colleen-e-cherry-md,,,,,
,Dara Matthew,Atlanta,Georgia,,,,United States,https://www.pwspc.com/team/dr-dara-matthew-md/,,,,,
,Denise Umpierrez-Morley,Atlanta,Georgia,,,,United States,https://www.atlobgyn.com/provider/denise-umpierrez-morley-md-facog,,,,,
,Jennifer Williams,Atlanta,Georgia,,,,United States,http://www.piedmont-obgyn.com/dr-jennifer-williams.php,,,,,
,Jennifer Wrenn,Atlanta,Georgia,Patient submitted ,,,United States,https://providers.emoryhealthcare.org/provider/Jennifer+A+Wrenn/779825,,,,,
,Julia Sammadar,Atlanta,Georgia,,,,United States,https://www.gacfw.com/provider/julia-samaddar-md-mph-facog,,,,,
,Kalie Vinson,Atlanta,Georgia,,,,United States,https://www.georgiaob.com/provider/kalie-vinson-md,,,,,
,Lara Hart,Atlanta,Georgia,,,,United States,https://roswellobgyn.org/providers/lara-hart/,,,,,
,Lauren Little,Atlanta,Georgia,,,,United States,https://www.atlobgyn.com/provider/lauren-little-md,,,,,
,Sallie McSwain,Atlanta,Georgia,,,,United States,https://www.pwspc.com/team/sallie-mcswain-md/,,,,,
,Sarah Lane,Atlanta,Georgia,,,,United States,https://www.obgynofatlanta.com/provider/sarah-lane,,,,,
,Betsy M. Collins,Atlanta,Georgia,Patient submitted ,,,United States,https://providers.emoryhealthcare.org/provider/Betsy+M+Collins/780469,,,,,
,Rama K. Rao,Atlanta,Georgia,Patient submitted,,,United States,https://providers.northside.com/provider/Rama+Kurella+Rao/2606134,,,,,
,Magdi Hanafi,Atlanta,Georgia,Patient submitted,,,United States,http://gynfertility.com/,,,,,
,Sarah E. Salamon,Atlanta,Georgia,,,,United States,https://piedmont-obgyn.com/dr-sarah-salamon.php,,,,,
,Zuri Hemphill-Bryant,Atlanta,Georgia,,,,United States,https://www.obgynofatlanta.com/provider/zuri-hemphill-bryant,,,,,
,Chandrika S. Rao,Atlanta ,Georgia,,,,United States,https://northsidews.com/providers/chandrika-rao,,,,,
,Mikaela Katz,Atlanta ,Georgia,,,,United States,https://providers.emoryhealthcare.org/provider/mikaela-katz/2241548,,,,,
,Carrie A. Cwiak ,Atlanta ,Georgia,Patient submitted,,,United States,https://providers.emoryhealthcare.org/provider/carrie-ann-cwiak/778436,,,,,
,Rachel Yakrus,"Atlanta, Roswell, Suwanee",Georgia,Patient submitted,,,United States,https://www.pwh-atl.com/provider/rachel-yakrus-md-facog,,,,,
,Tamika Sea,"Atlanta, Stockbridge",Georgia,Patient submitted,,,United States,https://advancedwomenscarecenter.com/dr-tamika-sea/,,,,,
,Laura Lee Joiner,Augusta,Georgia,,,,United States,https://www.womenshealthofaugusta.com/homepage/dr-laura-lee-joiner-2105/,,,,,
,Rafael Jordan,Augusta,Georgia,Patient submitted,,,United States,https://doctors-hospital.net/physicians/profile/Dr-Rafael-E-Jordan-MD,,,,,
,Alexandra A. Shurling,Augusta,Georgia,Patient submitted,,,United States,https://www.womenshealthofaugusta.com/about-us/obgyn_providers/,,,,,
,Jessica Williams,Austell,Georgia,Patient submitted,,,United States,https://www.wellstar.org/physicians/jessica-williams-md,,,,,
,Whitney Vance,Bainbridge,Georgia,,,,United States,https://www.healthgrades.com/physician/dr-whitney-vance-e4lfz,,,,,
,Thekkepat G. Sekhar,Bonaire & Warner Robins,Georgia,Patient submitted ,,,United States,https://www.hhc.org/find-a-physician/thekkepat-g-sekhar-md-facog/,,,,,
,Matthew M. Johnston,Brunswick,Georgia,Patient submitted,,,United States,https://www.myprivia.com/whggyn/providers/matthew-m-johnston-md,,,,,
,Britton Crigler,Canton,Georgia,Patient submitted ,,,United States,,,,,,
,Michael Andrew Hulse,Canton,Georgia,Patient submitted,,,United States,https://www.northside.com/providers/find-a-provider/provider-profile/michael-hulse-md/1991,,,,,
,Timberly Butler,Canton & Marietta ,Georgia,Patient submitted ,,,United States,https://www.wellstar.org/physicians/timberly-butler-md?utm_medium=listing&utm_source=bing&utm_content=Timberly_Butler,,,,,
,Ruth Farrell,Carrollton,Georgia,,,,United States,https://www.tanner.org/Physicians/Ruth-Farrell-MD,,,,,
,Kristy Nix ,Carrollton,Georgia,Patient submitted ,,,United States,https://www.tanner.org/physician/kristy-nix-md,,,,,
,Melina Henderson,Columbus ,Georgia,Patient submitted ,,,United States,https://www.midtownob.com/team-1/melina-henderson,,,,,
,Karen A. Stuart ,Columbus ,Georgia,Patient submitted ,,,United States,https://www.care.piedmont.org/provider/Karen+Adrienne+Stuart/675125?utm_source=directorylisting&utm_medium=seo&utm_campaign=10220&y_source=1_MTYyNDExMjgtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Kirby N. Chisholm ,Columbus ,Georgia,,,,United States,https://www.mystfrancis.com/find-a-doctor/provider/1053773143,,,,,
,Michael Dempsey,Columbus ,Georgia,Patient submitted,,,United States,https://www.midtownob.com/team-1/michael-dempsey,,,,,
,Michelle White,Covington,Georgia,,,,United States,https://doctors.piedmont.org/provider/Michelle+Denise+White/390140,,,,,
,Angela L. McDowell,Dalton,Georgia,Patient submitted ,,,United States,https://doctor.webmd.com/doctor/angela-mcdowell-f45cb833-1f44-4188-b673-2404c2cf1a7b-overview,,,,,
,Leah Rondon,Decatur,Georgia,Patient submitted,,,United States,https://providers.emoryhealthcare.org/provider/Leah+Amelia+Rondon/1589613,,,,,
YYYY-37-DD 14:37:SS,Rachel McDiehl,Decatur,Georgia,,,,United States,,,,,,
,Grayson K. Southern,Decatur,Georgia,Patient submitted,,,United States,https://providers.emoryhealthcare.org/provider/graysan+kirk+southern/778196,,,,,
,Amy Rodatus,Decatur & Stone Mountain,Georgia,Patient submitted,,,United States,https://www.goodobgyn.com/dr-amy-rodatus.php,,,,,
,Genesis Bowen,Decatur & Stone Mountain,Georgia,Patient submitted,,,United States,https://www.goodobgyn.com/dr-genesis-bowen.php,,,,,
,Kayla Perry-Walker,Fayetteville,Georgia,,,,United States,https://scwhobgyn.com/kayla-perry-walker/,,,,,
,Kelsey Robinson ,Fort Stewart ,Georgia,,Military facility-- Tricare recipients only ,,United States,https://winn.tricare.mil/Health-Services/Womens-Health-Pregnancy,,,,,
,Jennifer L Narvaez,Johns Creek,Georgia,,,,United States,https://providers.emoryhealthcare.org/provider/Jennifer+Lynn+Narvaez/1996809,,,,,
,Lindsay Edwards,Macon,Georgia,Patient submitted,,,United States,https://www.wfwhmacon.com/ourdoctors/,,,,,
,Stephen M. Durso,Macon,Georgia,Patient submitted,,,United States,https://www.maconobgyn.com/stephen-m-durso-md/,,,,,
,Diane Goh,Marietta,Georgia,Patient submitted ,,,United States,,,,,,
,Elijah Gilbert,Marietta,Georgia,Patient submitted,,,United States,https://www.wellstar.org/physicians/elijah-gilbert-md,,,,,
YYYY-02-DD 16:02:SS,Sheema Khan- Simba MD,Marietta,Georgia,,,,United States,,,,,,
,Carey Dobbins-Sood,Marietta,Georgia,Patient submitted,,,United States,https://www.wellstar.org/physicians/carey-dobbins-sood-md?utm_medium=listing&utm_source=bing&utm_content=Carey_Ann_Dobbins-Sood,,,,,
,Bobby O. Tackitt,Marietta & Woodstock,Georgia,Patient submitted,,,United States,https://www.obgynassociatesmarietta.com/provider/bobby-o-tackitt-ii-md,,,,,
,Heather Turner,Newnan,Georgia,Patient submitted,,,United States,https://www.scwhobgyn.com/provider/heather-s-turner-md-facog-ncmp,,,,,
,Francisco Dueno,Richmond Hills,Georgia,Patient submitted,,,United States,http://www.southsideobgynpc.com/meet-our-staff.html,,,,,
,Kenny Sinervo,Sandy Springs,Georgia,Patient submitted ,,,United States,,,,,,
,Amit Bhavsar,Savanna,Georgia,,,,United States,,,,,,
,Amit Bhavsar,Savannah,Georgia,,,,United States,https://memorialhealth.com/,,,,,
,Sarah C.Jarrell ,Savannah,Georgia,Patient submitted ,,,United States,https://savannahobgyn.com/staff-member/sarah-c-jarrell-md/,,,,,
,Andres Montes ,Savannah,Georgia,Patient submitted,,,United States,https://www.doctor.com/Andres-Montes,,,,,
,Anna Carter,Snellville,Georgia,,,,United States,https://www.gwinnettobgyn.com/,,,,,
,Emily Songer,Stockbridge,Georgia,,,,United States,https://www.eagleslandingobgyn.com/,,,,,
,Laxman Ramani ,Stockbridge ,Georgia,Patient submitted,,,United States,https://www.eagleslandingobgyn.com/about-us/our-providers/laxman-ramani/,,,,,
,Stephanie Gordon,"Stockbridge, Conyers",Georgia,,,,United States,https://www.womenscenterga.com/provider/stephanie-gordon-md,,,,,
,Halima Daboiko,Tucker,Georgia,Patient submitted ,,,United States,,,,,,
,Velvet Mcdonald,Union City,Georgia,Patient submitted ,,,United States,,,,,,
YYYY-16-DD 07:16:SS,Ashlee Nicole Tillery,Vidalia,Georgia,,,,United States,,,,,,
,Tan-Loc Nguyen,Warner Robins,Georgia,Patient submitted,,,United States,https://www.healthsoul.com/best-doctor-ratings/obstetrician-gynecologist/usa/ga/warner-robins/dr-tan-loc-nguyen-2,,,,,
,Sarah Stanescu,Warner Robins,Georgia,Patient submitted,,,United States,https://www.hhc.org/find-a-physician/sarah-stanescu-md/,,,,,
,Yolanda Borders,Waycross,Georgia,Patient submitted,,,United States,http://memorialsatillaspecialists.com/,,,,,
,Leah A. Rondon,Atlanta ,Georgia ,Patient submitted ,,,United States,https://health.usnews.com/doctors/leah-rondon-1163571,,,,,
,Jerry Lucas ,Savannah,Georgia ,Patient submitted ,,,United States,https://www.mytelfairdoc.com/obgyns/obstetrics/dr-jerry-lucas,,,,,
,Janine A. Doneza,Hilo,Hawai'i,Patient submitted ,,,United States,,,,,,
,Erin Gertz,Honolulu,Hawai'i,,,,United States,https://www.hawaiiwomenshealthcare.org/provider/erin-c-gertz-md,,,,,
,Annabelle Janairo Kailua,Kona,Hawai'i,,,,United States,https://www.queens.org/providers/1881/annabelle-janairo/,,,,,
,Carrie Giordano,Mau'i ,Hawai'i,,,,United States,https://wahinehealth.com/dr-carrie-giordano,,,,,
,EmmaKate B. Friedlander ,O'ahu,Hawai'i,Patient submitted ,,,United States,https://doctors.adventisthealth.org/provider/EmmaKate+B+Friedlander/1341816,,,,,
,Melissa J. Lawrence ,O'ahu ,Hawai'i,Patient submitted ,,,United States,https://healthy.kaiserpermanente.org/hawaii/provider/melissa-lawrence-9327400,,,,,
,Carrie Giordano,Wailuku,Hawai'i,,,,United States,https://www.mauimedical.com/?page_id=6240,,,,,
,Kristin Redenbaugh,Wailuku,Hawai'i,,,,United States,https://healthy.kaiserpermanente.org/hawaii/provider/kristin-redenbaugh-9786987,,,,,
,Tiffinie Mercado,Wailuku,Hawai'i,,,,United States,https://healthy.kaiserpermanente.org/hawaii/provider/tiffinie-mercado-5533723,,,,,
,Heidi Purcell,Kaua'i,Hawai'i ,Patient submitted,,,United States,https://kauai.hhsc.org/physicians-and-providers/heidi-purcell-md/,,,,,
,Katrina Lliteras,Boise,Idaho,Patient submitted,,,United States,https://www.stlukesonline.org/health-services/providers/lliteras-katrina,,,,,
,Monika Fealko,Boise,Idaho,,,,United States,,,,,,
,Holly M. Kawano,Boise,Idaho,,,,United States,https://www.stlukesonline.org/health-services/providers/stevens-holly,,,,,
,Kevin Schultz,Coeur d'Alene,Idaho,Patient submitted ,,,United States,,,,,,
,Shelby Apodaca,Coeur d'Alene ,Idaho,,,,United States,https://www.kh.org/provider/shelby-apodaca/,,,,,
,Christopher Allphin,Idaho Falls,Idaho,,,,United States,https://eirmc.com/physicians/profile/Dr-Christopher-Allphin-MD,,,,,
,Glenn Leavitt,Idaho Falls,Idaho,Patient submitted ,,,United States,,,,,,
,Jacob Venesky,Idaho Falls,Idaho,,,,United States,https://eirmc.com/physicians/profile/Dr-Jacob-P-Venesky-MD,,,,,
,Jeremy Whiting ,Idaho Falls,Idaho,,,,United States,https://monarch-healthcare.net/our-providers/,,,,,
,Stuart Ross,Meridian,Idaho,Patient submitted,,,United States,https://ogaidaho.com/providers/ross-stuart-md/,,,,,
,Becky Uranga,Meridian,Idaho,Patient submitted ,LGBTQ+ friendly,,United States,https://ogaidaho.com/providers/about-dr-becky-uranga/,,,,,
,Andrew M. Bergloff II,Meridian,Idaho,Patient submitted,,,United States,https://www.stlukesonline.org/health-services/providers/bergloff-andrew,,,,,
,Meghan Shutte,Moscow,Idaho,Patient submitted,,,United States,https://www.gritman.org/doctors/meghan-shutte-md/,,,,,
,Michael Charme ,Mountain Home,Idaho,Patient submitted,,,United States,https://www.stlukesonline.org/health-services/providers/charme-michael,,,,,
,Gary Gregerson,Nampa,Idaho,Patient submitted,,,United States,http://idahoadvancedspecialtycare.com/,,,,,
,Laura Young,Post Falls,Idaho,Patient submitted,LGBTQ+ friendly,,United States,https://northwestspecialtyhospital.com/provider/young-laura-md/,,,,,
,Adam Duke,Post Falls,Idaho,Patient submitted,,,United States,https://northwestspecialtyhospital.com/providers/,,,,,
YYYY-54-DD 11:54:SS,Amelia Huntsberger,Sandpoint,Idaho,,**No longer in Idaho,,United States,,,,,,
,Jasmine A. Munoz,"Des Plaines, Elk Grove Village",Illinios,,,,United States,https://www.adventhealth.com/find-doctor/doctor/jasmine-a-munoz-md-1942543665,,,,,
,Tim C. Kisabeth,Alton,Illinois,Patient submitted ,,,United States,,,,,,
,Geoffrey Turner,Alton,Illinois,Patient submitted ,,,United States,https://www.sihf.org/provider/54-geoffrey-turner,,,,,
,Jennifer Moreira,Barrington ,Illinois,Patient submitted ,,,United States,https://www.thriveob.com/provider/jennifer-moreira-md-facog,,,,,
,Steven Binette,"Batavia, Bloomingdale, Naperville",Illinois,Patient submitted,,,United States,https://www.dulyhealthandcare.com/physicians/steven-binette-md,,,,,
,Rachel Dalton,Bloomington,Illinois,Patient submitted,,,United States,https://hoiobgyn.com/our-practice/meet-our-team/profile/rachel-dalton-d-o,,,,,
,Annie Schufreider,Buffalo Grove & Skokie,Illinois,Patient submitted ,,,United States,https://mcwhc.com/providers/dr-annie-schufreider-obgyn/,,,,,
,Alyssa Crawford,Canton,Illinois,Patient submitted,,,United States,https://www.grahamhealthsystem.org/graham-medical-group/providers/alyssa-crawford,,,,,
,Donald Bishop,Carbondale,Illinois,Patient submitted,,,United States,https://www.usaobgyn.com/providers/don-bishop-md/,,,,,
,Sherry Jones,Carbondale,Illinois,Patient submitted,,,United States,https://www.shawneehealth.com/staff/dr-sherry-jones-md/,,,,,
,Morgan Torrez,Carbondale,Illinois,Patient submitted ,,,United States,https://www.sih.net/providers/morgan-torrez-do,,,,,
,Michael Smith,Champaign,Illinois,Patient submitted,,,United States,https://www.christieclinic.com/providers/464/Michael-Smith-MD/provider/,,,,,
,Michael Smith,Champaign,Illinois,Patient submitted,,,United States,https://www.christieclinic.com/providers/464/Michael-Smith-MD/provider/,,,,,
YYYY-20-DD 22:20:SS,Kelsey McKillip,Champaign-Urbana,Illinois,,,,United States,,,,,,
YYYY-06-DD 15:06:SS,Adrienne Adams,Chicago,Illinois,,,,United States,,,,,,
,Brady Reis,Chicago,Illinois,Patient submitted ,,,United States,https://care.advocatehealth.com/doctors/brady-j-reis-chicago-obstetrics-gynecology,,,,,
,Caroline Hoke,Chicago,Illinois,,Has help for low-income,,United States,,,,,,
,Erin Agins,Chicago,Illinois,,,,United States,,,,,,
,Kelsey Behan,Chicago,Illinois,,,,United States,,,,,,
,Leah Delfinado,Chicago,Illinois,Patient submitted ,,,United States,,,,,,
,Liesl Chi,Chicago,Illinois,,,,United States,,,,,,
,Margaret L’Heureux,Chicago,Illinois,,,,United States,,,,,,
,Michael Roche,Chicago,Illinois,,,,United States,,,,,,
,Nichole Butler Moo-Young,Chicago,Illinois,Patient submitted ,,,United States,,,,,,
,Regina Belmonte,Chicago,Illinois,Patient submitted,LGBTQ+ friendly,,United States,https://www.nm.org/doctors/1104913458/regina-l-belmonte-md,,,,,
,Sarah Lambeth,Chicago,Illinois,,Has resources for low income/uninsured,,United States,,,,,,
YYYY-31-DD 22:31:SS,Shelly Agarwal,Chicago,Illinois,,,,United States,,,,,,
,Silvia Bicalho,Chicago,Illinois,Patient submitted,,,United States,https://care.advocatehealth.com/doctors/silvia-bicalho-chicago-obstetrics-gynecology,,,,,
,Tamara Perry,Chicago,Illinois,,,,United States,https://awhchicago.com/about/,,,,,
YYYY-38-DD 09:38:SS,Weronika Armstrong ,Chicago,Illinois,,,,United States,,,,,,
,Katrina Birch,Chicago,Illinois,Patient submitted,,,United States,https://doctors.rush.edu/details/19294,,,,,
,Michelle Beck,Chicago,Illinois,Patient submitted,,,United States,https://swedishcovenant.org/details/michelle-lynn-beck-md,,,,,
,Maria T. Tam,Chicago,Illinois,Patient submitted,"LGBTQ+ friendly, accepts Medicaid ",,United States,https://care.advocatehealth.com/doctors/maria-t-tam-chicago-gynecology,,,,,
